代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額(元),成交筆數,市場
3490,單井,40.70,+3.70,37.40,40.70,37.10,"6,974,000","273,420,900","2,954",上櫃
3491,昇達科,"1,850.00",+95.00,"1,820.00","1,865.00","1,790.00","2,123,000","3,887,315,000","1,887",上櫃
3492,長盛,22.40,+0.35,22.50,22.50,22.30,"25,000","559,750",16,上櫃
3498,陽程,146.50,+3.00,150.00,150.00,144.00,"922,000","135,962,500",733,上櫃
3499,環天科,14.90,+0.20,14.70,14.90,14.70,"85,000","1,259,700",43,上櫃
3508,位速,19.75,-0.15,19.55,19.95,19.50,"235,000","4,634,950",130,上櫃
3511,矽瑪,19.95,+0.40,19.60,20.50,19.60,"212,000","4,273,850",140,上櫃
3512,皇龍,20.35,+0.05,20.30,20.35,20.20,"41,000","831,250",24,上櫃
3516,亞帝歐,23.65,+0.65,23.15,23.65,22.80,"175,000","4,076,850",72,上櫃
3520,華盈,15.10,0.00,15.15,15.40,15.05,"144,000","2,178,600",86,上櫃
3521,台鋼建設,13.00,-0.10,13.10,13.25,13.00,"42,000","548,150",21,上櫃
3522,御嵿,12.40,0.00,12.40,12.45,12.40,"47,000","583,350",20,上櫃
3523,迎輝,10.00,+0.01,9.70,10.00,9.70,"12,000","118,560",12,上櫃
3526,凡甲,370.00,+14.50,358.50,370.00,358.50,"767,000","281,305,500",595,上櫃
3527,聚積,58.10,+1.50,57.90,60.10,57.00,"323,000","18,907,100",253,上櫃
3529,力旺,"3,555.00",+170.00,"3,525.00","3,660.00","3,485.00","724,000","2,584,915,000",616,上櫃
3531,先益,23.40,+0.05,22.75,23.40,22.75,"6,000","139,000",5,上櫃
3537,堡達,63.50,+5.70,63.50,63.50,63.50,"1,285,000","81,597,500",663,上櫃
3540,曜越,25.60,+0.30,25.50,25.75,25.40,"222,000","5,686,500",157,上櫃
3541,西柏,22.90,-0.05,23.00,23.00,22.70,"57,000","1,306,350",30,上櫃
3546,宇峻,80.60,-0.70,82.00,82.60,80.10,"735,000","59,634,800",550,上櫃
3548,兆利,96.50,+2.20,95.90,97.00,95.30,"372,000","35,875,900",268,上櫃
3551,世禾,197.00,+4.00,198.50,201.50,195.50,"1,029,000","203,368,500",888,上櫃
3552,同致,52.90,+1.30,53.40,53.40,52.30,"227,000","12,009,800",164,上櫃
3555,博士旺,214.50,+19.50,205.00,214.50,203.00,"156,000","32,848,500",123,上櫃
3556,禾瑞亞,54.00,+2.40,52.30,54.70,52.30,"570,000","30,637,600",405,上櫃
3558,神準,120.00,+2.50,118.50,122.50,118.50,"247,000","29,671,500",228,上櫃
3564,其陽,42.00,+1.80,40.95,42.00,40.20,"154,000","6,378,300",116,上櫃
3567,逸昌,28.95,+1.70,27.50,29.85,27.50,"309,000","8,943,550",216,上櫃
3570,大塚,171.00,-0.50,173.00,175.00,171.00,"49,000","8,478,500",41,上櫃
3577,泓格,132.50,-1.50,134.50,140.50,129.50,"2,373,000","317,395,000","1,990",上櫃
3580,友威科,100.00,+0.10,95.20,101.50,95.20,"7,681,000","756,300,400","5,044",上櫃
3581,博磊,225.50,+20.50,214.00,225.50,214.00,"230,000","51,326,500",165,上櫃
3587,閎康,325.00,+3.50,330.00,332.50,323.00,"1,145,000","375,009,500",935,上櫃
3594,磐儀,50.80,+2.35,49.85,51.20,48.95,"491,000","24,789,350",334,上櫃
3597,映興,28.10,+0.85,27.35,29.90,27.35,"528,000","15,179,950",365,上櫃
3609,三一東林,28.00,-1.05,28.85,28.90,28.00,"209,000","5,959,950",119,上櫃
3611,鼎翰,187.50,0.00,188.00,189.00,187.50,"40,000","7,529,500",35,上櫃
3615,安可,43.25,+1.00,42.50,46.45,42.50,"13,746,000","611,771,350","7,725",上櫃
3623,富晶通,23.35,+0.45,23.00,23.75,23.00,"78,000","1,823,800",62,上櫃
3624,光頡,91.50,+1.50,91.90,95.70,89.00,"6,282,000","577,821,600","4,082",上櫃
3625,西勝,14.60,+0.20,14.85,14.85,14.30,"370,000","5,337,050",138,上櫃
3628,盈正,63.60,+1.70,62.40,63.90,62.40,"64,000","4,055,900",60,上櫃
3629,地心引力,----,---,----,----,----,0,0,0,上櫃
3630,新鉅科,27.30,+0.55,27.30,27.80,26.65,"1,274,000","34,645,650",748,上櫃
3631,晟楠,38.25,+0.20,38.10,38.90,38.10,"160,000","6,131,650",131,上櫃
3632,研勤,7.36,-0.22,7.51,7.51,7.32,"28,000","208,820",25,上櫃
3646,艾恩特,23.50,+0.35,23.80,23.80,23.15,"21,000","490,700",17,上櫃
3663,鑫科,83.70,+5.10,81.00,85.80,78.90,"11,804,000","978,826,400","6,884",上櫃
3664,安瑞-KY,8.88,+0.65,9.05,9.05,8.88,"43,000","388,810",31,上櫃
3666,光耀,27.05,+0.30,27.35,27.55,26.45,"41,000","1,103,600",34,上櫃
3672,康聯訊,11.35,+0.25,11.00,11.35,10.80,"60,000","670,300",30,上櫃
3675,德微,316.50,+5.00,324.00,332.00,311.00,"5,893,000","1,890,075,000","4,444",上櫃
3680,家登,544.00,+38.00,529.00,555.00,525.00,"2,412,000","1,300,557,000","1,938",上櫃
3684,榮昌,60.50,-0.10,61.50,61.90,60.50,"67,000","4,090,300",61,上櫃
3685,元創精密,27.55,+0.60,27.00,27.55,26.40,"213,000","5,768,500",127,上櫃
3687,歐買尬,70.50,+0.70,70.50,70.60,69.60,"479,000","33,561,600",355,上櫃
3689,湧德,121.00,+2.50,121.00,123.00,120.50,"1,696,000","206,156,000","1,149",上櫃
3691,碩禾,142.50,+3.50,142.50,145.50,142.00,"1,077,000","154,817,500",800,上櫃
3693,營邦,536.00,+32.00,517.00,545.00,515.00,"1,090,000","576,151,000",909,上櫃
3707,漢磊,80.00,+7.20,76.00,80.00,75.60,"18,148,000","1,434,968,100","8,726",上櫃
3709,鑫聯大投控,87.00,+3.60,84.10,87.80,83.50,"3,756,000","323,551,700","2,166",上櫃
3710,連展投控,6.30,+0.13,6.15,6.40,6.01,"330,000","2,045,560",168,上櫃
3713,新晶投控,13.00,0.00,13.00,13.10,12.75,"104,000","1,345,000",53,上櫃
4102,永日,17.15,+0.15,17.00,17.15,16.85,"98,000","1,666,000",37,上櫃
4105,東洋,74.20,+0.20,74.10,74.30,73.90,"270,000","20,005,300",230,上櫃
4107,邦特,117.00,+0.50,116.50,117.50,116.50,"63,000","7,366,000",43,上櫃
4109,加捷生醫,11.60,-0.20,11.80,11.80,11.55,"116,000","1,345,200",81,上櫃
4111,濟生,30.10,-0.25,30.35,30.40,30.10,"150,000","4,525,650",82,上櫃
4113,聯上,15.50,+0.50,16.45,16.45,15.25,"253,000","3,968,850",131,上櫃
4114,健喬,30.90,+0.25,30.95,30.95,30.70,"541,000","16,668,300",228,上櫃
4116,明基醫,37.50,+0.30,37.20,37.70,37.20,"49,000","1,836,250",36,上櫃
4120,友華,46.20,-0.10,46.30,46.30,46.20,"19,000","878,500",11,上櫃
4121,優盛,14.25,+0.10,14.15,14.55,14.15,"76,000","1,089,200",59,上櫃
4123,晟德,38.75,+0.55,38.30,38.80,38.25,"1,742,000","67,220,850",973,上櫃
4126,太醫,79.80,-0.10,79.80,79.90,79.70,"18,000","1,436,300",18,上櫃
4127,天良,57.20,+5.20,57.20,57.20,57.20,"279,000","15,958,800",85,上櫃
4128,中天,16.05,+1.45,15.40,16.05,15.35,"1,799,000","28,629,150",619,上櫃
4129,聯合,90.80,+0.20,91.00,92.20,90.00,"814,000","73,704,100",470,上櫃
4130,健亞,27.60,+0.30,27.30,27.85,27.30,"121,000","3,328,850",84,上櫃
4131,浩泰,35.20,+0.10,34.80,35.50,34.40,"16,000","555,850",13,上櫃
4138,曜亞,52.10,+0.30,51.80,52.40,51.60,"26,000","1,349,000",24,上櫃
4139,馬光-KY,23.05,-0.40,23.05,23.05,23.00,"13,000","299,500",10,上櫃
4147,中裕,49.00,+0.15,49.10,49.35,48.60,"1,028,000","50,377,050",778,上櫃
4153,鈺緯,30.55,-0.20,30.95,30.95,30.50,"12,000","367,800",11,上櫃
4154,樂威科-KY,14.40,+0.05,14.55,14.55,13.90,"15,000","211,200",13,上櫃
4157,太景*-KY,9.21,+0.19,9.07,9.28,9.04,"1,267,000","11,572,670",503,上櫃
4160,訊聯基因,41.35,-0.90,43.00,43.00,41.25,"92,000","3,849,700",80,上櫃
4161,聿新科,23.55,+0.20,23.50,23.55,23.35,"79,000","1,859,750",32,上櫃
4162,智擎,57.10,+1.10,56.00,57.10,55.90,"422,000","23,860,200",277,上櫃
4163,鐿鈦,110.00,-2.50,112.00,112.00,107.00,"104,000","11,460,000",83,上櫃
4166,友霖,24.40,-0.70,25.10,25.15,23.45,"1,332,000","32,328,200",653,上櫃
4167,松瑞藥,19.35,+0.45,19.20,19.40,19.00,"692,000","13,304,050",366,上櫃
4168,醣聯,25.70,+0.60,25.10,25.80,24.85,"249,000","6,365,050",156,上櫃
4171,瑞基,18.20,-0.10,18.30,18.40,18.15,"91,000","1,660,800",61,上櫃
4173,久裕,18.30,0.00,18.25,18.30,18.20,"101,000","1,841,700",57,上櫃
4174,浩鼎,32.40,+0.05,32.45,32.55,32.20,"249,000","8,066,150",163,上櫃
4175,杏一,53.40,+0.30,53.30,53.60,53.30,"14,000","746,800",12,上櫃
4183,福永生技,12.50,+0.05,13.00,13.00,12.50,"12,000","153,600",7,上櫃
4188,安克,11.20,+0.05,11.15,11.20,11.00,"69,000","762,950",30,上櫃
4192,杏國,20.00,+0.25,19.65,20.00,19.65,"16,000","316,650",7,上櫃
4198,欣大健康,38.30,+0.10,38.70,38.70,37.20,"3,000","114,200",3,上櫃
4205,中華食,73.10,-0.10,73.20,73.20,73.10,"8,000","585,400",8,上櫃
4207,環泰,19.20,-0.05,19.30,19.30,19.10,"103,000","1,976,750",48,上櫃
4303,信立,48.75,+0.45,48.90,50.30,48.60,"872,000","42,809,450",615,上櫃
4304,勝昱,28.35,+0.25,28.90,28.90,28.35,"5,000","143,950",3,上櫃
4305,世坤,44.50,+0.25,44.50,44.50,44.50,"1,000","44,500",1,上櫃
4401,東隆興,13.95,-0.35,14.40,14.40,13.95,"189,000","2,659,450",102,上櫃
4402,郡都開發,11.85,+0.45,11.95,11.95,11.80,"23,000","273,400",15,上櫃
4406,新昕纖,10.00,0.00,10.00,10.00,10.00,"5,000","50,000",1,上櫃
4413,飛寶企業,----,---,----,----,----,0,0,0,上櫃
4416,三圓,11.55,+0.25,11.30,11.75,11.30,"74,000","852,500",54,上櫃
4417,金洲,45.00,+0.15,44.85,45.10,44.80,"162,000","7,275,100",88,上櫃
4419,皇家美食,46.10,+0.10,46.10,46.10,46.10,"1,000","46,100",1,上櫃
4420,光明,39.60,-0.40,39.95,40.00,39.35,"86,000","3,399,800",60,上櫃
4430,耀億,16.90,+0.05,16.80,16.90,16.65,"23,000","385,600",16,上櫃
4432,銘旺實,17.00,+0.20,16.55,17.15,16.55,"69,000","1,163,850",48,上櫃
4433,興采,20.50,0.00,20.40,20.90,20.40,"17,000","352,300",11,上櫃
4442,竣邦-KY,51.80,+0.80,51.30,52.40,51.00,"90,000","4,599,700",48,上櫃
4502,健信,15.75,0.00,15.80,16.15,15.50,"31,000","487,250",25,上櫃
4503,金雨,42.15,+0.25,42.55,43.50,41.80,"252,000","10,726,750",188,上櫃
4506,崇友,118.50,0.00,118.50,119.00,118.00,"53,000","6,294,000",42,上櫃
4510,高鋒,47.60,+1.15,47.15,48.25,46.65,"1,405,000","66,760,150",871,上櫃
4513,福裕,14.95,+0.35,14.80,15.15,14.75,"385,000","5,753,450",222,上櫃
4523,永彰,28.35,+0.50,28.05,28.65,28.05,"121,000","3,441,150",92,上櫃
4527,方土霖,43.65,0.00,43.80,43.80,43.60,"11,000","481,000",7,上櫃
4528,江興鍛,15.60,+0.15,15.45,15.60,15.40,"15,000","232,200",9,上櫃
4529,淳紳,5.88,-0.20,6.19,6.19,5.75,"76,000","453,070",36,上櫃
4530,宏易,25.20,0.00,25.25,25.25,25.15,"7,000","176,400",5,上櫃
4533,協易機,32.70,+1.00,32.35,33.15,32.00,"3,680,000","120,321,100","2,020",上櫃
4534,慶騰,22.05,+0.30,22.20,22.35,22.00,"294,000","6,519,550",178,上櫃
4535,至興,27.30,-0.35,27.30,27.30,27.30,"8,000","218,400",4,上櫃
4538,大詠城,18.45,+0.10,18.35,18.45,18.25,"23,000","420,950",17,上櫃
4541,晟田,44.10,+0.95,43.60,44.35,43.50,"478,000","21,059,600",324,上櫃
4542,科嶠,259.50,+23.50,244.50,259.50,227.00,"2,591,000","644,760,000","1,843",上櫃
4543,萬在,39.35,+1.30,38.40,39.35,38.15,"343,000","13,297,500",239,上櫃
4549,桓達,102.00,+1.50,104.00,104.00,101.00,"377,000","38,726,500",281,上櫃
4550,長佳,24.90,+0.10,24.70,25.00,24.70,"18,000","446,700",13,上櫃
4554,橙的,31.55,+0.60,31.40,32.30,31.40,"146,000","4,624,300",106,上櫃
4556,旭然,39.70,+1.10,38.95,40.50,38.95,"231,000","9,233,100",167,上櫃
4558,寶緯,20.00,+0.35,20.25,20.25,19.80,"28,000","559,300",21,上櫃
4561,健椿,49.10,+1.40,48.00,50.00,48.00,"332,000","16,294,800",228,上櫃
4563,百德,47.80,+0.25,47.65,49.00,47.65,"142,000","6,829,100",115,上櫃
4568,科際精密,40.35,+0.10,40.30,40.40,40.30,"8,000","322,800",7,上櫃
4577,達航科技,122.00,+4.00,121.50,125.00,120.50,"579,000","70,975,000",488,上櫃
4580,捷流閥業,82.00,+0.50,82.50,82.90,81.40,"65,000","5,322,800",59,上櫃
4584,君帆,46.80,+0.90,47.00,47.00,43.20,"29,000","1,325,950",26,上櫃
4609,唐鋒,----,---,----,----,----,0,0,0,上櫃
4702,中美實,9.71,+0.05,9.68,9.78,9.66,"58,000","563,120",38,上櫃
4706,大恭,31.00,-0.35,31.50,31.50,31.00,"4,000","124,500",4,上櫃
4707,磐亞,14.80,+0.50,14.45,14.80,14.45,"944,000","13,814,150",370,上櫃
4711,永純,16.65,+0.25,16.60,16.80,16.55,"159,000","2,652,600",80,上櫃
4714,永捷,13.40,+0.35,13.35,13.55,13.30,"845,000","11,340,950",371,上櫃
4716,大立,15.05,+0.60,14.55,15.15,14.55,"461,000","6,865,900",228,上櫃
4721,美琪瑪,86.30,+2.60,85.20,86.80,85.00,"770,000","66,227,700",556,上櫃
4726,永昕,28.55,+0.30,28.25,28.70,28.20,"214,000","6,078,450",119,上櫃
4728,雙美,382.00,-2.50,381.50,382.00,370.50,"35,000","13,173,500",22,上櫃
4729,熒茂,24.05,+0.45,23.95,24.30,23.65,"2,088,000","50,122,600","1,205",上櫃
4735,豪展,31.20,+0.45,30.75,31.25,30.75,"33,000","1,024,000",25,上櫃
4741,泓瀚,58.80,+5.30,54.50,58.80,53.90,"958,000","53,950,900",666,上櫃
4743,合一,53.90,+4.90,53.00,53.90,53.00,"2,655,000","142,630,300","1,023",上櫃
4744,皇將,33.75,+0.05,33.35,34.50,33.20,"191,000","6,414,500",97,上櫃
4745,合富-KY,16.60,-0.05,16.65,16.75,16.60,"211,000","3,509,600",86,上櫃
4747,強生,58.00,+0.70,56.70,58.00,56.10,"20,000","1,151,400",14,上櫃
4749,新應材,"1,090.00",+96.00,"1,055.00","1,090.00","1,055.00","1,719,000","1,862,600,000","1,258",上櫃
4754,國碳科,38.00,0.00,38.00,38.15,37.90,"16,000","608,100",16,上櫃
4760,勤凱,310.00,+28.00,310.00,310.00,310.00,"675,000","209,250,000",368,上櫃
4767,誠泰科技,26.50,-0.05,26.05,26.70,26.05,"6,000","158,450",6,上櫃
4768,晶呈科技,446.00,+40.50,446.00,446.00,446.00,"721,000","321,566,000",392,上櫃
4772,台特化,298.00,+8.50,291.00,305.00,291.00,"1,370,000","412,696,000","1,128",上櫃
4806,桂田文創,9.96,-0.04,10.10,10.10,9.91,"7,000","69,730",4,上櫃
4903,聯光通,45.30,+0.95,44.90,45.90,44.90,"1,906,000","86,582,400","1,122",上櫃
4905,台聯電,78.00,+1.30,74.10,79.70,74.10,"25,000","1,920,400",22,上櫃
4907,富宇,38.50,+0.10,38.80,38.80,38.30,"15,000","576,650",15,上櫃
4908,前鼎,243.00,-4.00,252.50,271.50,231.00,"6,266,000","1,596,487,500","4,514",上櫃
4909,新復興,51.50,+0.90,51.20,52.10,51.20,"669,000","34,621,600",457,上櫃
4911,德英,31.25,-0.60,31.70,32.70,31.25,"96,000","3,041,000",54,上櫃
4923,力士,38.70,+1.15,38.05,39.35,37.45,"820,000","31,488,100",533,上櫃
4924,欣厚-KY,11.55,+0.35,11.50,11.85,11.45,"191,000","2,227,600",99,上櫃
4931,新盛力,193.00,+3.50,193.00,202.00,191.50,"9,633,000","1,883,884,000","7,263",上櫃
4933,友輝,73.50,+1.00,74.00,74.50,72.90,"1,436,000","105,644,300",966,上櫃
4939,亞電,38.05,+0.50,38.05,38.80,37.85,"1,739,000","66,426,200",975,上櫃
4946,辣椒,107.50,+1.50,109.50,109.50,105.50,"25,000","2,672,000",21,上櫃
4950,金耘國際,17.05,+0.60,16.20,17.05,16.20,"20,000","330,850",15,上櫃
4951,精拓科,132.50,+9.50,128.00,135.00,128.00,"785,000","104,395,000",493,上櫃
4953,緯軟,120.00,+3.00,118.00,120.00,118.00,"285,000","34,007,000",202,上櫃
4966,譜瑞-KY,789.00,+32.00,785.00,820.00,760.00,"1,911,000","1,508,857,000","1,479",上櫃
4971,IET-KY,718.00,+18.00,691.00,719.00,691.00,"203,000","144,795,000",171,上櫃
4972,湯石照明,16.45,0.00,16.45,16.50,16.45,"22,000","362,600",14,上櫃
4973,廣穎,108.00,-1.00,114.00,114.50,107.50,"3,932,000","433,162,000","2,722",上櫃
4974,亞泰,75.10,+1.40,75.00,75.70,74.70,"267,000","20,069,200",211,上櫃
4979,華星光,593.00,+31.00,579.00,596.00,574.00,"1,011,000","590,504,000",740,上櫃
4991,環宇-KY,740.00,+40.00,723.00,750.00,720.00,"897,000","660,758,000",653,上櫃
4995,晶達,46.00,+0.80,46.15,46.15,45.55,"41,000","1,881,550",33,上櫃
5009,榮剛,35.55,+0.15,35.80,35.80,35.15,"2,669,000","94,634,750","1,355",上櫃
5011,久陽,15.75,+0.70,15.10,16.10,15.10,"691,000","10,831,450",281,上櫃
5013,強新,27.20,+0.60,27.20,27.20,27.20,"6,000","163,200",4,上櫃
5014,建錩,10.25,+0.05,10.25,10.35,10.20,"139,000","1,430,650",72,上櫃
5015,華祺,22.00,0.00,22.00,22.10,21.85,"42,000","922,250",23,上櫃
5016,松和,24.90,+0.10,25.10,25.15,24.80,"27,000","673,000",20,上櫃
5201,凱衛,29.40,-0.05,29.45,29.90,28.90,"42,000","1,231,500",38,上櫃
5202,力新,12.10,+0.45,11.75,12.10,11.75,"164,000","1,965,150",82,上櫃
5205,中茂,22.70,+0.50,22.95,22.95,22.40,"7,000","159,100",6,上櫃
5206,坤悅,22.80,-0.05,22.85,22.90,22.65,"87,000","1,983,650",62,上櫃
5209,新鼎,166.00,+1.50,166.50,166.50,165.50,"79,000","13,140,500",49,上櫃
5210,寶碩,27.00,-0.20,27.95,27.95,26.85,"220,000","5,981,300",139,上櫃
5211,蒙恬,17.65,-0.20,18.00,18.15,17.60,"212,000","3,764,700",168,上櫃
5212,凌網,46.50,+0.20,47.25,47.25,46.50,"4,000","188,050",4,上櫃
5213,亞昕,26.90,+0.80,26.50,26.95,26.30,"1,186,000","31,716,000",549,上櫃
5220,萬達光電,22.40,+0.55,22.25,22.75,22.25,"60,000","1,348,700",52,上櫃
5223,安力-KY,23.95,0.00,24.00,24.10,23.80,"52,000","1,245,500",32,上櫃
5227,立凱-KY,25.75,+0.15,26.50,26.50,25.40,"282,000","7,311,000",164,上櫃
5228,鈺鎧,52.50,+2.40,50.80,52.50,50.50,"496,000","25,572,500",248,上櫃
5230,雷笛克光學,17.20,-0.05,17.40,17.40,17.05,"140,000","2,397,050",93,上櫃
5236,凌陽創新,177.00,+5.00,176.00,178.50,173.00,"863,000","151,938,000",633,上櫃
5245,智晶,26.30,-0.05,26.85,26.85,26.00,"160,000","4,209,600",104,上櫃
5251,天鉞電,26.95,0.00,26.95,27.45,26.95,"67,000","1,814,100",52,上櫃
5263,智崴,112.00,+1.50,112.50,114.00,111.00,"299,000","33,549,500",250,上櫃
5272,笙科,23.15,+0.80,22.80,23.50,22.75,"332,000","7,664,950",185,上櫃
5274,信驊,"16,440.00",+880.00,"16,370.00","16,825.00","16,140.00","300,000","4,967,475,000",293,上櫃
5276,達輝-KY,19.55,+0.90,19.15,20.10,19.10,"38,000","736,250",22,上櫃
5278,尚凡*,24.60,+0.75,24.00,24.70,23.90,"674,000","16,362,500",378,上櫃
5287,數字,150.50,0.00,150.50,151.50,150.50,"27,000","4,076,500",24,上櫃
5289,宜鼎,"1,710.00",+35.00,"1,760.00","1,770.00","1,695.00","2,863,000","4,941,640,000","2,513",上櫃
5291,邑昇,78.80,+7.10,72.40,78.80,72.20,"3,585,000","275,538,300","2,215",上櫃
5299,杰力,105.00,+0.50,106.50,110.50,104.50,"1,333,000","142,222,500",980,上櫃
5301,寶得利,6.80,-0.02,6.82,6.84,6.70,"24,000","161,990",14,上櫃
5302,太欣,10.15,+0.27,9.88,10.20,9.88,"457,000","4,581,430",179,上櫃
5309,系統電,67.50,-0.20,69.60,70.90,67.40,"12,430,000","854,184,300","7,111",上櫃
5310,天剛,24.40,-0.15,23.05,24.40,23.05,"6,000","141,000",5,上櫃
5312,寶島科,93.50,-1.00,94.70,94.70,93.00,"106,000","9,901,800",91,上櫃
5314,世紀*,69.80,+2.20,68.90,73.50,68.50,"10,421,000","734,635,700","6,217",上櫃
5315,光聯,21.95,+0.30,21.80,22.05,21.75,"213,000","4,667,900",127,上櫃
5321,美而快,35.40,+3.20,32.95,35.40,32.95,"425,000","14,803,200",288,上櫃
5324,士開,11.90,-0.05,11.90,11.95,11.80,"357,000","4,233,200",74,上櫃
5328,華容,33.95,+3.05,31.60,33.95,31.55,"33,315,000","1,102,464,050","13,305",上櫃
5340,建榮,100.50,+0.80,101.00,103.50,100.00,"1,746,000","177,462,000","1,202",上櫃
5344,立衛,16.35,+0.75,15.70,16.60,15.60,"147,000","2,370,050",81,上櫃
5345,馥鴻,20.20,-0.80,20.30,21.00,20.20,"20,000","411,700",16,上櫃
5347,世界,163.50,+4.50,162.50,166.00,160.50,"21,236,000","3,459,574,500","12,440",上櫃
5348,正能量智能,16.80,0.00,16.80,16.80,16.80,"1,000","16,800",1,上櫃
5351,鈺創,75.20,+0.80,76.40,77.10,74.70,"16,156,000","1,222,683,200","9,104",上櫃
5353,台林,26.05,+0.25,26.25,26.25,25.85,"48,000","1,247,950",26,上櫃
5355,佳總,6.45,+0.05,6.39,6.45,6.20,"34,000","216,180",19,上櫃
5356,協益,26.60,+0.20,26.50,27.35,26.50,"60,000","1,600,350",37,上櫃
5364,力麗店,9.04,-0.11,9.13,9.22,9.01,"122,000","1,113,600",51,上櫃
5371,中光電,71.90,+1.40,71.10,72.80,70.90,"4,766,000","342,362,000","3,132",上櫃
5381,光譜,25.30,+0.55,25.20,25.65,25.00,"655,000","16,599,100",338,上櫃
5386,青雲,468.00,+38.50,447.00,470.00,447.00,"525,000","241,775,000",390,上櫃
5392,能率,41.55,+0.20,40.80,42.50,40.80,"2,812,000","117,830,700","1,155",上櫃
5398,慕康生醫,18.30,-1.00,19.85,19.85,18.30,"66,000","1,221,350",32,上櫃
5403,中菲,86.20,+0.20,87.40,87.40,85.90,"87,000","7,506,100",65,上櫃
5410,國眾,38.65,+0.80,38.00,39.00,37.90,"1,013,000","39,027,050",591,上櫃
5425,台半,90.40,+3.50,90.60,93.50,86.60,"57,173,000","5,157,276,400","34,309",上櫃
5426,振發,18.40,+0.35,18.20,18.55,18.20,"359,000","6,595,250",194,上櫃
5432,新門,144.00,+1.50,143.50,146.00,142.00,"88,000","12,678,500",75,上櫃
5438,東友,18.70,+0.20,18.70,18.95,18.60,"55,000","1,034,800",39,上櫃
5439,高技,376.50,+12.00,374.00,383.00,373.00,"2,151,000","814,612,500","1,797",上櫃
5443,均豪,117.50,+1.00,118.50,123.00,117.00,"7,072,000","843,431,500","3,970",上櫃
5450,南良,12.80,+0.30,12.70,13.15,12.70,"78,000","1,005,200",58,上櫃
5452,佶優,32.80,+1.05,31.90,33.30,31.90,"1,802,000","59,117,250","1,003",上櫃
5455,昇益,24.20,0.00,24.00,24.95,23.70,"59,000","1,429,300",20,上櫃
5457,宣德,28.50,+0.75,28.10,28.80,28.10,"906,000","25,826,150",508,上櫃
5460,同協,15.50,+0.25,15.35,15.75,15.30,"82,000","1,266,250",43,上櫃
5464,霖宏,71.50,+4.00,68.00,72.00,68.00,"718,000","50,667,500",358,上櫃
5465,富驊,24.35,+0.25,24.10,24.60,24.05,"149,000","3,629,500",94,上櫃
5468,凱鈺,17.70,+0.70,17.75,17.85,17.35,"55,000","975,700",39,上櫃
5474,聰泰,169.00,+3.50,166.00,172.00,165.50,"602,000","101,375,000",497,上櫃
5475,德宏,287.00,+9.00,283.00,297.50,280.50,"1,849,000","536,789,500","1,396",上櫃
5478,智冠,99.30,-0.20,99.50,99.70,99.00,"98,000","9,730,100",83,上櫃
5481,新華,19.80,0.00,19.30,19.80,19.30,"154,000","3,016,200",76,上櫃
5483,中美晶,142.50,+7.50,141.00,146.00,140.50,"11,584,000","1,659,557,500","6,393",上櫃
5487,通泰,27.20,-0.55,27.75,28.00,27.10,"144,000","3,942,700",116,上櫃
5488,松普,11.80,+0.10,11.70,12.10,11.35,"2,527,000","29,462,200",989,上櫃
5489,彩富,40.00,+0.50,40.15,40.15,40.00,"17,000","680,250",10,上櫃
5490,同亨,28.70,+0.30,28.85,29.05,28.45,"866,000","24,844,650",443,上櫃
5493,三聯,92.70,+2.10,91.40,93.00,91.40,"165,000","15,281,200",134,上櫃
5498,凱崴,62.70,+1.40,62.80,64.60,62.50,"4,353,000","276,419,000","2,775",上櫃
5508,永信建,48.60,+0.15,48.50,48.90,48.25,"281,000","13,650,350",144,上櫃
5511,德昌,72.00,-0.10,72.10,72.40,71.90,"136,000","9,806,500",79,上櫃
5512,力麒,6.91,+0.05,6.88,6.94,6.87,"1,035,000","7,148,160",254,上櫃
5514,三豐,----,---,----,----,----,0,0,0,上櫃
5516,雙喜,11.00,0.00,11.00,11.15,11.00,"25,000","275,450",15,上櫃
5520,力泰,82.20,+0.40,82.20,82.60,82.20,"8,000","659,400",8,上櫃
5523,豐謙,30.20,-0.05,30.10,30.50,30.05,"112,000","3,377,050",67,上櫃
5529,鉅陞,25.40,-0.15,25.60,27.00,24.60,"470,000","12,225,100",243,上櫃
5530,龍巖,46.60,-0.10,46.90,47.10,46.25,"488,000","22,730,850",368,上櫃
5536,聖暉*,929.00,+13.00,942.00,954.00,912.00,"1,469,000","1,368,353,000","1,351",上櫃
5543,桓鼎-KY,29.90,+0.95,29.35,30.30,29.20,"15,000","445,950",13,上櫃
5547,久舜,21.40,-0.10,21.50,21.50,21.40,"26,000","557,600",10,上櫃
5548,安倉,23.65,+0.05,23.65,23.65,23.60,"28,000","661,850",13,上櫃
5601,台聯櫃,----,---,----,----,----,0,0,0,上櫃
5603,陸海,15.85,+0.05,15.90,16.00,15.75,"207,000","3,293,600",45,上櫃
5604,中連,31.50,-0.15,31.10,31.65,31.10,"10,000","313,050",9,上櫃
5609,中菲行,80.80,+0.80,80.00,80.90,80.00,"253,000","20,386,300",170,上櫃
5701,劍湖山,3.41,+0.01,3.29,3.47,3.28,"59,000","199,010",31,上櫃
5703,亞都,13.65,-0.35,13.65,13.65,13.65,"2,000","27,300",2,上櫃
5704,老爺知,21.40,+0.15,21.30,21.50,21.15,"51,000","1,083,650",22,上櫃
