代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額(元),成交筆數,市場
7805,威聯通,718.00,+18.00,713.00,728.00,713.00,"131,000","94,149,000",124,上櫃
7810,捷創科技,226.00,-0.50,229.50,233.00,225.50,"163,000","37,087,500",145,上櫃
7811,民盛,77.70,+0.60,77.50,78.00,77.50,"9,000","698,900",6,上櫃
7820,立盈,135.00,+1.00,134.50,135.00,134.00,"29,000","3,898,000",27,上櫃
7828,創新服務,"1,060.00",-5.00,"1,075.00","1,095.00","1,050.00","213,000","228,300,000",202,上櫃
7842,天能綠電,102.00,+1.50,103.50,103.50,100.50,"47,000","4,772,000",46,上櫃
8024,佑華,12.35,+0.20,12.45,12.50,12.10,"80,000","983,750",54,上櫃
8027,鈦昇,241.50,+1.50,245.50,263.00,238.00,"11,720,000","2,925,731,500","8,735",上櫃
8032,光菱,42.20,+1.00,41.40,42.25,41.25,"112,000","4,704,800",85,上櫃
8034,榮群,24.10,+0.30,24.00,24.30,24.00,"275,000","6,644,250",177,上櫃
8038,長園科,40.90,+0.60,40.60,41.20,40.60,"170,000","6,961,750",126,上櫃
8040,九暘,108.50,+9.80,99.70,108.50,96.30,"9,305,000","947,571,900","6,041",上櫃
8042,金山電,125.00,+8.50,120.00,128.00,120.00,"1,230,000","154,253,000",707,上櫃
8043,蜜望實,125.50,+11.00,118.00,125.50,117.50,"27,108,000","3,350,781,000","13,511",上櫃
8044,網家,28.80,-0.20,28.50,29.90,28.10,"4,136,000","120,016,650","2,263",上櫃
8047,星雲,45.85,+4.15,42.30,45.85,42.30,"188,000","8,302,450",153,上櫃
8048,德勝,61.00,+0.30,61.00,62.00,61.00,"230,000","14,129,100",185,上櫃
8049,晶采,26.45,+0.45,26.00,26.70,26.00,"407,000","10,791,000",233,上櫃
8050,廣積,51.30,0.00,51.80,52.00,50.90,"1,279,000","65,724,000",856,上櫃
8054,安國,109.50,+3.00,109.00,111.50,106.50,"3,175,000","346,040,500","2,134",上櫃
8059,凱碩,18.45,+0.10,18.50,18.80,18.30,"237,000","4,382,000",153,上櫃
8064,東捷,120.50,-3.00,123.50,130.50,119.50,"18,859,000","2,335,057,500","12,403",上櫃
8066,來思達,17.35,+0.95,16.45,18.00,16.45,"146,000","2,587,400",97,上櫃
8067,志旭,14.85,+1.25,13.75,14.95,13.70,"82,000","1,215,800",47,上櫃
8068,全達,20.55,+0.30,20.60,20.85,20.50,"215,000","4,432,400",137,上櫃
8069,元太,230.50,+0.50,232.00,236.00,228.00,"5,239,000","1,218,051,000","3,396",上櫃
8071,能率網通,19.90,+0.25,19.70,20.25,19.60,"1,232,000","24,495,850",669,上櫃
8074,鉅橡,74.50,+1.70,74.00,75.40,73.60,"1,285,000","95,806,400",875,上櫃
8076,伍豐,24.05,+0.40,23.90,24.20,23.80,"929,000","22,326,300",472,上櫃
8077,洛碁,44.80,+3.70,43.35,44.80,43.35,"10,000","439,850",10,上櫃
8080,泰霖,28.00,+0.70,28.55,28.55,27.35,"24,000","674,150",20,上櫃
8083,瑞穎,170.50,+2.00,169.00,170.50,168.00,"130,000","21,978,000",116,上櫃
8084,巨虹,43.10,-0.20,43.50,43.80,42.55,"50,000","2,155,500",48,上櫃
8085,福華,11.55,+0.05,11.40,11.60,11.30,"288,000","3,288,200",131,上櫃
8086,宏捷科,149.00,+4.50,146.00,151.00,145.00,"3,651,000","541,284,500","2,639",上櫃
8087,麗升能源,34.15,-0.15,34.30,36.50,34.15,"58,000","2,024,750",45,上櫃
8088,品安,54.10,+2.60,52.50,55.60,52.20,"3,493,000","190,479,500","1,953",上櫃
8089,康全電訊,20.35,+0.45,20.00,20.50,20.00,"145,000","2,939,700",100,上櫃
8091,翔名,246.00,-7.50,254.00,257.00,240.50,"904,000","222,862,500",681,上櫃
8092,建暐,18.20,+0.30,17.90,18.55,17.85,"263,000","4,785,950",150,上櫃
8093,保銳,18.05,-0.30,18.40,18.50,18.05,"25,000","455,950",18,上櫃
8096,擎亞,108.00,+0.50,108.50,113.50,106.50,"21,542,000","2,360,017,000","12,725",上櫃
8097,常珵,57.00,-0.30,57.00,57.30,56.10,"63,000","3,586,000",36,上櫃
8099,大世科,60.10,-0.50,61.40,61.50,59.70,"71,000","4,271,600",51,上櫃
8102,傑霖科技,65.20,+1.90,65.50,65.60,61.50,"21,000","1,323,500",18,上櫃
8107,大億金茂,11.60,-0.15,11.95,11.95,11.60,"51,000","598,400",33,上櫃
8109,博大,127.50,+1.00,130.50,134.50,124.00,"1,398,000","181,070,000","1,048",上櫃
8111,立碁,62.50,+1.50,62.20,63.10,61.90,"854,000","53,336,700",562,上櫃
8121,越峰,37.35,+2.15,36.50,38.70,36.00,"4,956,000","186,248,050","2,356",上櫃
8147,正淩,175.00,-7.50,186.00,188.00,173.50,"1,058,000","189,159,000",857,上櫃
8155,博智,413.00,+21.00,403.00,416.00,402.00,"1,515,000","623,394,000","1,278",上櫃
8171,天宇,23.35,+0.05,23.35,23.75,23.35,"115,000","2,701,700",69,上櫃
8176,智捷,9.98,+0.09,10.10,10.10,9.94,"125,000","1,249,180",59,上櫃
8182,加高,37.60,+0.95,37.40,38.80,37.35,"2,383,000","90,602,300","1,493",上櫃
8183,精星,30.80,+0.60,30.75,31.40,30.75,"384,000","11,904,800",245,上櫃
8227,巨有科技,206.50,+14.00,202.00,208.50,201.50,"638,000","131,332,500",550,上櫃
8234,新漢,67.60,+2.10,66.50,68.10,66.30,"597,000","40,199,400",464,上櫃
8240,華宏,63.10,+1.70,62.70,64.00,62.20,"607,000","38,356,300",471,上櫃
8255,朋程,154.50,-1.50,157.00,160.00,154.50,"1,996,000","311,695,000","1,475",上櫃
8272,全景軟體,70.20,-1.30,70.20,71.60,69.50,"36,000","2,518,600",27,上櫃
8277,商丞,6.98,+0.15,6.95,7.07,6.63,"220,000","1,510,530",101,上櫃
8279,生展,97.50,+0.40,97.00,98.40,97.00,"20,000","1,954,200",19,上櫃
8284,三竹,63.70,+0.50,63.50,63.70,63.50,"8,000","508,700",6,上櫃
8289,泰藝,60.80,+5.50,56.30,60.80,55.90,"10,326,000","614,787,600","6,266",上櫃
8291,尚茂,82.90,+7.50,82.90,82.90,82.90,"179,000","14,839,100",123,上櫃
8299,群聯,"2,335.00",+70.00,"2,380.00","2,425.00","2,305.00","6,974,000","16,455,685,000","5,970",上櫃
8342,益張,90.30,-1.70,92.30,92.40,89.20,"6,000","547,700",6,上櫃
8349,恒耀,41.50,0.00,41.60,42.15,41.50,"99,000","4,142,750",77,上櫃
8349A,恒耀甲特,47.40,+0.40,47.20,47.40,47.20,"4,000","189,000",3,上櫃
8354,冠好,16.45,+0.05,16.10,16.50,16.10,"54,000","883,600",42,上櫃
8358,金居,498.00,+38.00,485.00,498.00,480.00,"4,437,000","2,166,597,000","2,972",上櫃
8383,千附,56.60,+1.70,55.60,56.80,55.20,"1,210,000","67,854,600",747,上櫃
8390,金益鼎,120.00,+7.00,115.00,120.00,113.00,"1,375,000","161,030,500",956,上櫃
8401,白紗科,23.00,0.00,23.00,23.00,22.80,"69,000","1,580,650",46,上櫃
8403,盛弘,20.05,-0.10,20.15,20.20,19.85,"167,000","3,339,750",110,上櫃
8409,商之器,19.45,+0.50,18.95,19.50,18.95,"28,000","539,700",12,上櫃
8410,森田,35.15,+0.50,34.40,35.20,34.40,"17,000","595,500",12,上櫃
8415,大國鋼,36.25,-0.20,36.45,36.55,35.85,"1,532,000","55,505,000",734,上櫃
8416,實威,174.00,+1.00,173.50,174.00,172.00,"8,000","1,383,000",8,上櫃
8421,旭源,13.60,0.00,13.60,13.65,13.60,"40,000","544,200",21,上櫃
8423,保綠-KY,17.85,+0.15,17.75,18.00,17.75,"17,000","304,900",13,上櫃
8424,惠普,73.00,-0.20,73.20,74.00,72.80,"49,000","3,588,100",34,上櫃
8426,紅木-KY,22.40,+0.25,22.45,22.80,22.30,"55,000","1,234,350",47,上櫃
8431,匯鑽科,57.60,+0.50,58.30,58.70,57.50,"684,000","39,723,600",418,上櫃
8432,東生華,51.00,+0.40,50.30,51.10,49.95,"56,000","2,826,050",28,上櫃
8433,弘帆,53.20,+0.70,52.60,53.50,52.60,"49,000","2,600,000",38,上櫃
8435,鉅邁,55.80,-0.40,55.80,55.90,55.70,"15,000","836,900",15,上櫃
8436,大江,120.00,+0.50,120.50,121.00,120.00,"290,000","34,874,500",212,上櫃
8437,大地-KY,12.05,+0.70,11.35,12.35,11.35,"157,000","1,874,450",107,上櫃
8440,綠電,22.70,+0.30,22.90,23.50,22.70,"182,000","4,186,650",118,上櫃
8444,綠河-KY,6.66,-0.14,7.00,7.00,6.66,"60,000","403,950",17,上櫃
8446,華研,85.50,+0.40,85.80,86.30,85.20,"104,000","8,912,000",90,上櫃
8450,霹靂,15.90,-0.10,16.10,16.15,15.90,"40,000","640,350",28,上櫃
8455,大拓-KY,42.80,-0.85,46.80,46.80,41.00,"191,000","8,323,200",151,上櫃
8472,夠麻吉,72.90,+1.10,70.00,72.90,70.00,"13,000","927,200",12,上櫃
8477,創業家,16.35,+0.95,15.50,16.45,15.45,"68,000","1,077,550",42,上櫃
8489,三貝德,24.40,-0.60,24.90,25.20,24.15,"178,000","4,359,650",115,上櫃
8905,裕國,29.55,+0.05,29.20,29.55,29.20,"2,000","58,750",2,上櫃
8906,花王,25.80,+0.60,25.40,25.80,25.40,"48,000","1,229,750",23,上櫃
8908,欣雄,40.70,+0.05,40.30,40.70,40.20,"221,000","8,943,550",120,上櫃
8916,光隆,46.50,-0.15,46.65,46.70,46.35,"57,000","2,649,750",50,上櫃
8917,欣泰,53.00,+0.20,52.90,53.00,52.90,"23,000","1,218,200",12,上櫃
8921,沈氏,----,---,----,----,----,0,0,0,上櫃
8923,時報,19.60,+0.60,19.60,19.60,19.60,"3,000","58,800",1,上櫃
8924,大田,64.20,-0.10,64.40,64.70,64.00,"124,000","7,960,900",95,上櫃
8927,北基,19.50,-0.05,19.70,19.80,19.45,"267,000","5,233,550",130,上櫃
8928,鉅明,21.55,0.00,21.55,21.90,21.55,"12,000","261,600",8,上櫃
8929,富堡,14.30,-0.25,14.35,14.35,13.85,"107,000","1,513,000",73,上櫃
8930,青鋼,28.40,0.00,28.50,28.60,28.40,"37,000","1,054,550",28,上櫃
8931,大汽電,42.00,+0.10,42.05,42.30,41.50,"30,000","1,256,150",19,上櫃
8932,智通*,100.00,+1.10,102.00,103.50,99.60,"3,416,000","344,864,200","1,715",上櫃
8933,愛地雅,4.45,+0.07,4.38,4.51,4.30,"2,518,000","10,955,180",676,上櫃
8935,邦泰,20.25,+0.60,20.60,20.65,20.00,"423,000","8,592,650",226,上櫃
8936,國統,50.00,+0.60,49.60,50.20,49.45,"1,112,000","55,475,900",645,上櫃
8937,合騏*,32.00,+0.20,33.90,33.95,31.85,"912,000","30,626,600",135,上櫃
8938,明安,54.10,0.00,54.10,54.50,54.10,"177,000","9,601,300",154,上櫃
8941,關中,44.35,-0.05,44.30,44.35,44.30,"2,000","88,650",2,上櫃
8942,森鉅,41.85,+0.65,41.50,42.05,41.50,"297,000","12,399,950",159,上櫃
009806,台新標普500,13.06,+0.09,13.02,13.09,13.02,"328,000","4,285,040",17,上櫃
009807,台新標普科技精選,15.83,+0.28,15.71,15.84,15.71,"23,000","362,680",10,上櫃
009814,富邦標普500,10.92,+0.09,10.88,10.93,10.88,"830,000","9,051,950",223,上櫃
009815,大華美國MAG7+,11.32,+0.20,11.23,11.33,11.23,"5,174,000","58,423,190",817,上櫃
9949,琉園,23.55,+0.20,23.35,23.55,23.35,"7,000","164,350",7,上櫃
9950,萬國通,11.35,+0.15,11.05,11.35,11.00,"78,000","867,100",34,上櫃
9951,皇田,53.10,0.00,53.10,53.30,53.00,"76,000","4,040,300",54,上櫃
9960,邁達康,31.25,0.00,31.20,31.45,31.20,"11,000","344,150",9,上櫃
9962,有益,9.45,+0.04,9.39,9.55,9.37,"40,000","376,650",17,上櫃
020001,富邦存股雙十N,----,---,----,----,----,0,0,0,上櫃
020025,統一亞洲半導體N,36.29,+2.62,35.81,36.39,35.70,"276,000","9,944,710",42,上櫃
020027,元大上櫃ESG成長N,10.38,+0.41,10.38,10.38,10.38,"1,000","10,380",1,上櫃
020033,統一恒生科期N,----,---,----,----,----,0,0,0,上櫃
020035,元大上櫃ESG高息N,----,---,----,----,----,0,0,0,上櫃
020040,元大上櫃ESG龍頭N,11.06,+0.47,11.06,11.06,11.06,"2,000","22,120",1,上櫃
020041,兆豐半導體氣候N,18.36,+0.68,18.50,18.50,18.36,"16,000","295,000",3,上櫃
